sample_id,wl_900,wl_905,wl_910,wl_915,wl_920,wl_925,wl_930,wl_935,wl_940,wl_945,wl_950,wl_955,wl_960,wl_965,wl_970,wl_975,wl_980,wl_985,wl_990,wl_995,wl_1000,wl_1005,wl_1010,wl_1015,wl_1020,wl_1025,wl_1030,wl_1035,wl_1040,wl_1045,wl_1050,wl_1055,wl_1060,wl_1065,wl_1070,wl_1075,wl_1080,wl_1085,wl_1090,wl_1095,wl_1100,wl_1105,wl_1110,wl_1115,wl_1120,wl_1125,wl_1130,wl_1135,wl_1140,wl_1145,wl_1150,wl_1155,wl_1160,wl_1165,wl_1170,wl_1175,wl_1180,wl_1185,wl_1190,wl_1195,wl_1200,wl_1205,wl_1210,wl_1215,wl_1220,wl_1225,wl_1230,wl_1235,wl_1240,wl_1245,wl_1250,wl_1255,wl_1260,wl_1265,wl_1270,wl_1275,wl_1280,wl_1285,wl_1290,wl_1295,wl_1300,wl_1305,wl_1310,wl_1315,wl_1320,wl_1325,wl_1330,wl_1335,wl_1340,wl_1345,wl_1350,wl_1355,wl_1360,wl_1365,wl_1370,wl_1375,wl_1380,wl_1385,wl_1390,wl_1395,wl_1400,wl_1405,wl_1410,wl_1415,wl_1420,wl_1425,wl_1430,wl_1435,wl_1440,wl_1445,wl_1450,wl_1455,wl_1460,wl_1465,wl_1470,wl_1475,wl_1480,wl_1485,wl_1490,wl_1495,wl_1500,wl_1505,wl_1510,wl_1515,wl_1520,wl_1525,wl_1530,wl_1535,wl_1540,wl_1545,wl_1550,wl_1555,wl_1560,wl_1565,wl_1570,wl_1575,wl_1580,wl_1585,wl_1590,wl_1595,wl_1600,wl_1605,wl_1610,wl_1615,wl_1620,wl_1625,wl_1630,wl_1635,wl_1640,wl_1645,wl_1650,wl_1655,wl_1660,wl_1665,wl_1670,wl_1675,wl_1680,wl_1685,wl_1690,wl_1695,wl_1700,oil_content
sample_049,0.20477235,0.19688295,0.19442654,0.18894729,0.18354513,0.17845517,0.17425936,0.16954516,0.16634597,0.16219865,0.16045281,0.15719943,0.1543257,0.15582132,0.15384486,0.15292598,0.15555993,0.15643027,0.15934107,0.16319765,0.1649212,0.16987462,0.17589082,0.18235892,0.18790329,0.19695581,0.2045937,0.21547674,0.22419322,0.23455328,0.24421285,0.25496253,0.26709604,0.27806398,0.29072657,0.3032607,0.31552845,0.32890198,0.34308204,0.35476777,0.36634174,0.37996534,0.39328557,0.40688628,0.41969123,0.43149754,0.44239655,0.4554337,0.46437877,0.475967,0.48681426,0.49709904,0.508105,0.51600885,0.52422625,0.5347853,0.54237896,0.55227447,0.56073827,0.5683592,0.57444715,0.58398795,0.59424734,0.60229975,0.61122775,0.6217806,0.6302289,0.64045316,0.6510702,0.6605313,0.6733286,0.68322545,0.69232094,0.70029354,0.7097839,0.713578,0.7190413,0.7223915,0.7236278,0.72134554,0.7184984,0.71539617,0.707227,0.696448,0.68440235,0.6710134,0.65907454,0.6429544,0.62704146,0.61267054,0.5964124,0.5822684,0.56827176,0.55620235,0.5430695,0.5350323,0.52464914,0.51756,0.5086907,0.5034556,0.4978811,0.4944256,0.49117085,0.4885611,0.48917404,0.4871233,0.48588383,0.48609623,0.48674905,0.4882336,0.48721528,0.4894289,0.48820668,0.49254736,0.4941941,0.49610046,0.4962595,0.4995996,0.49881724,0.50122434,0.5057886,0.5069642,0.507907,0.50891644,0.50803846,0.5110011,0.5138177,0.5118908,0.51416343,0.51359457,0.5141229,0.5142727,0.5126368,0.51244736,0.51448375,0.51152265,0.51113737,0.5104285,0.5090782,0.50575894,0.50487304,0.5069909,0.50273097,0.49997753,0.49729574,0.49505997,0.49270213,0.48982003,0.4886936,0.4868392,0.48305592,0.48254424,0.4799583,0.47650364,0.47478104,0.47267064,0.4699561,0.46878994,0.46784928,0.46574402,0.46429408,31.262745
sample_050,0.39291236,0.39130723,0.3936508,0.39173368,0.39375293,0.39300847,0.3935096,0.39302978,0.39497447,0.39462146,0.39684832,0.3964179,0.39717844,0.3983425,0.39900467,0.40118697,0.40336722,0.40472,0.40610602,0.409024,0.4116059,0.41313395,0.41530526,0.4181629,0.41957828,0.42201513,0.42441365,0.42985532,0.43254077,0.4358032,0.43954173,0.44192624,0.44727585,0.44919816,0.4526452,0.4571982,0.45968682,0.46351442,0.46832842,0.47078934,0.47548708,0.47719315,0.4807591,0.48273858,0.48502645,0.48474744,0.48848587,0.49097085,0.4935372,0.49219507,0.49433818,0.4942995,0.49363828,0.49335232,0.49256933,0.4908731,0.49029776,0.48687372,0.4852291,0.4819305,0.47774217,0.4731936,0.46769097,0.45976532,0.45496672,0.44677627,0.4400843,0.4323031,0.4230819,0.4127607,0.40347636,0.3907913,0.38039365,0.3674306,0.35187897,0.33767313,0.32452887,0.30981296,0.29310602,0.27700305,0.25991282,0.24422099,0.22607523,0.2110396,0.19358303,0.17310458,0.15839747,0.14097436,0.12258841,0.108693995,0.09097286,0.07550128,0.06396945,0.049469657,0.051308688,0.050468344,0.04965721,0.05104902,0.048391573,0.04873419,0.0513003,0.04992748,0.049576834,0.04919166,0.049722694,0.050506067,0.050416958,0.050483737,0.048385825,0.05107649,0.050568152,0.05199168,0.05092584,0.05131303,0.050641444,0.050798465,0.049265373,0.052099768,0.052741107,0.059005138,0.06627758,0.07034402,0.077979036,0.082506925,0.088562496,0.09379932,0.09649421,0.101834506,0.10407083,0.10898413,0.10930978,0.112473466,0.116610974,0.11626126,0.12091858,0.12036909,0.12318894,0.12396021,0.12597147,0.12905265,0.13071343,0.13355753,0.13559033,0.13686258,0.13895898,0.14105546,0.14407778,0.1477724,0.15240912,0.15489955,0.16066113,0.1619146,0.16697875,0.17199165,0.1776233,0.18155807,0.18329327,0.19036071,0.19431755,0.19912979,0.20197622,40.396793
sample_051,0.38457417,0.39074972,0.3993753,0.40892258,0.41335702,0.4257938,0.43148932,0.4436884,0.45006877,0.45837733,0.46839973,0.4767077,0.48131967,0.4907959,0.49891955,0.5046316,0.5107389,0.5178344,0.5228933,0.5269545,0.5316059,0.5354838,0.53547853,0.53689957,0.53849506,0.5401656,0.5383925,0.5391597,0.5369786,0.5325808,0.53127456,0.5259926,0.522243,0.51530194,0.50884527,0.50384605,0.4977087,0.49328998,0.48357606,0.47999686,0.46975258,0.4629443,0.45460162,0.4481474,0.43970242,0.43292394,0.4291303,0.4214364,0.4140403,0.40710244,0.40335014,0.39721525,0.39275235,0.3854039,0.38127497,0.3783604,0.37287837,0.36971706,0.3648717,0.3649568,0.36056957,0.35929847,0.35824972,0.3536638,0.35335955,0.35384113,0.3513444,0.3508213,0.34918654,0.34710044,0.34735408,0.34817943,0.34664926,0.348953,0.34940156,0.34998968,0.348531,0.35091323,0.35318145,0.3537232,0.35426852,0.35295033,0.35566875,0.357805,0.35964593,0.36070624,0.3608348,0.36697763,0.36690715,0.3694189,0.37155667,0.37241006,0.3760019,0.37787694,0.37984732,0.38344797,0.38714653,0.38762355,0.39164647,0.39567277,0.39432418,0.39862433,0.39859655,0.40140942,0.4037608,0.4029346,0.40476024,0.40524223,0.40536234,0.40376937,0.4009368,0.40053153,0.39912742,0.3946062,0.3915191,0.390019,0.38477743,0.38090247,0.37465483,0.3700491,0.36486527,0.35975513,0.35259864,0.34667063,0.34229413,0.3364108,0.33054644,0.32659978,0.32274532,0.3171207,0.31273627,0.30725372,0.30639526,0.30432987,0.30325153,0.30272847,0.30242568,0.30001792,0.30190337,0.30328205,0.30434597,0.3087744,0.3107818,0.31502554,0.31663814,0.32119483,0.3260459,0.33136752,0.3336863,0.33887017,0.3443342,0.34823647,0.35265294,0.3568676,0.36350805,0.36410204,0.36906666,0.37205526,0.37653133,0.3803403,0.38359258,37.758293
sample_052,0.2524333,0.25116938,0.24786584,0.24354169,0.23996899,0.23755829,0.23302552,0.22985585,0.22325829,0.22147079,0.21407147,0.21075329,0.20686054,0.19858398,0.19362345,0.18803285,0.18319397,0.17790464,0.17034729,0.16551293,0.1582514,0.15113555,0.14575294,0.13917324,0.1317731,0.12694712,0.12169846,0.1143249,0.1100848,0.10292112,0.099327624,0.094741866,0.089864686,0.08562035,0.08170645,0.08049978,0.07677263,0.07283978,0.07136392,0.069684945,0.06764144,0.06732656,0.06752848,0.06936847,0.06925164,0.07115381,0.07458835,0.07602334,0.0798905,0.083132766,0.08659763,0.09368868,0.09837639,0.10198621,0.10752525,0.1130299,0.12019748,0.12647262,0.13532746,0.14008799,0.14955887,0.15804055,0.16616194,0.17578624,0.18349054,0.19258709,0.20148736,0.21068375,0.22024028,0.22912458,0.23826325,0.2474643,0.2574441,0.26718283,0.27828157,0.2867916,0.29589224,0.30549422,0.31268477,0.32586095,0.33286768,0.3424008,0.352616,0.35851467,0.36896122,0.37606144,0.38357833,0.39035514,0.39796445,0.404844,0.4096743,0.41557077,0.42171997,0.42460075,0.42853197,0.43271515,0.43592086,0.43751228,0.44049332,0.43911338,0.43778268,0.43770897,0.43823248,0.43807596,0.43695742,0.43611556,0.43301088,0.43142286,0.42973578,0.43004724,0.42817488,0.42601946,0.42811236,0.42782137,0.42955178,0.43338424,0.4388593,0.4459207,0.4529406,0.46323028,0.4743239,0.48744455,0.5010525,0.5147157,0.53132814,0.54661864,0.5591281,0.57163614,0.58346957,0.59160584,0.59748155,0.59720284,0.59741163,0.5940318,0.58704174,0.57690006,0.5625404,0.5479735,0.5337415,0.51626354,0.49743125,0.48050085,0.46262217,0.44704324,0.43324548,0.41925833,0.40575576,0.3965114,0.38855648,0.38191518,0.37465382,0.3693348,0.364351,0.36363387,0.3616035,0.36108023,0.3587863,0.35833567,0.35811308,0.358061,0.3584767,36.164013
sample_053,0.32905713,0.329451,0.33194798,0.3300198,0.33039254,0.33075485,0.3301848,0.33052042,0.33007437,0.32960618,0.33104986,0.3311397,0.33230498,0.32953376,0.33001128,0.32880765,0.32943705,0.32841203,0.3282676,0.32725427,0.3270033,0.32346258,0.32244,0.31863928,0.31746727,0.31140962,0.30901623,0.30257523,0.2963943,0.28730398,0.27910826,0.26956835,0.25824517,0.24692656,0.23616554,0.22326478,0.212812,0.20054807,0.19005492,0.1825916,0.17441574,0.168399,0.16394758,0.1597838,0.1602651,0.16187099,0.16501544,0.16738129,0.17189294,0.17606731,0.18251821,0.18622275,0.19245385,0.19454353,0.19885728,0.20119749,0.20410268,0.20454921,0.2053737,0.20625192,0.20708148,0.20678799,0.20892555,0.20967151,0.21098544,0.21308169,0.21716695,0.21912208,0.22248664,0.2287587,0.23591305,0.24061158,0.25025856,0.25612813,0.26656753,0.27899522,0.28871346,0.302311,0.3144174,0.32617432,0.34282205,0.3549581,0.36933747,0.38475174,0.39965788,0.41299012,0.42653927,0.43835875,0.45190534,0.46385932,0.4742052,0.4835797,0.48955962,0.49787125,0.5030816,0.5044949,0.50948966,0.50987345,0.5103552,0.50750625,0.5043997,0.502068,0.49550036,0.49094358,0.48375872,0.4779438,0.46940494,0.46036738,0.45029017,0.4425171,0.43080106,0.420987,0.41005048,0.39856678,0.38479957,0.37177184,0.3568095,0.343113,0.32809338,0.30901852,0.29251108,0.2741137,0.25932264,0.24311502,0.22843263,0.21489891,0.2046736,0.19814189,0.19257347,0.18982306,0.19259241,0.19633763,0.20420252,0.21369849,0.22715537,0.2385747,0.25096458,0.26603732,0.27892128,0.29383078,0.30562633,0.315884,0.32739684,0.3353887,0.34277835,0.34928042,0.3551251,0.3586801,0.36041033,0.3635987,0.36559272,0.366749,0.36928013,0.3700692,0.3700461,0.37172556,0.37174466,0.3713987,0.37219015,0.3723063,0.37107635,37.541893
sample_054,0.3927985,0.3963107,0.39828178,0.401002,0.40569228,0.40944928,0.41726053,0.42115405,0.42782786,0.432754,0.4409767,0.4496724,0.45427567,0.461125,0.46904927,0.47874507,0.48520672,0.49109232,0.5000528,0.5059658,0.51085734,0.5162464,0.51990956,0.5242485,0.527042,0.52880174,0.5303016,0.53085154,0.52919704,0.52508825,0.5220743,0.51955533,0.51390696,0.5061372,0.5009636,0.49273056,0.48502284,0.47871727,0.46963027,0.4608755,0.453255,0.4449924,0.43511686,0.4291989,0.42081353,0.41346326,0.40552232,0.40025893,0.39358732,0.38992214,0.38575968,0.38136065,0.37697005,0.37569076,0.37102962,0.36830568,0.368277,0.3651795,0.36282414,0.36292192,0.3611941,0.36248803,0.36213127,0.36189124,0.36202383,0.36251214,0.36218408,0.36664197,0.36744067,0.37062496,0.37093177,0.3756529,0.37839836,0.3830211,0.3858268,0.39218917,0.39732978,0.40358973,0.41061142,0.4188935,0.42436033,0.4349796,0.44304246,0.45389348,0.4642434,0.4768189,0.4891634,0.5029343,0.5174799,0.5309526,0.5459814,0.56331086,0.57806295,0.595745,0.61155874,0.62986904,0.6472994,0.6646604,0.68221295,0.6985386,0.7105431,0.7236788,0.73639333,0.744677,0.75059885,0.7562023,0.7578223,0.755799,0.7524185,0.7453437,0.73685354,0.7257248,0.71155566,0.6934305,0.67647284,0.658531,0.63787943,0.6164908,0.59546787,0.574503,0.55282253,0.53131825,0.5102558,0.4892192,0.46999934,0.45244053,0.4342311,0.41810676,0.4005273,0.3840593,0.36878636,0.35647365,0.34025446,0.32779476,0.31575423,0.30485472,0.292915,0.28152075,0.27148432,0.26221997,0.25654337,0.24877243,0.24386656,0.2377828,0.23626575,0.23495737,0.23444696,0.23480208,0.23790799,0.24002804,0.24361579,0.24748605,0.2537166,0.25899744,0.26184666,0.26938784,0.27328104,0.27875546,0.28236586,0.28918466,0.29079893,32.868454
sample_055,0.58164036,0.59256595,0.6021726,0.61318755,0.62261593,0.6333547,0.6426762,0.6507537,0.65909165,0.6668738,0.67390513,0.6795137,0.6867586,0.69314605,0.6978109,0.7015181,0.7064688,0.7081722,0.71227837,0.71258473,0.7142954,0.7126491,0.7116169,0.7104548,0.70718706,0.70431966,0.69820064,0.69219685,0.6873327,0.67968225,0.67331094,0.6615888,0.6516397,0.64439577,0.63166976,0.6199757,0.60943234,0.5969123,0.5811786,0.56827366,0.55339265,0.5361388,0.5214155,0.50619614,0.48751348,0.47194892,0.4538606,0.43708932,0.417661,0.40071073,0.3817962,0.36181962,0.34563684,0.32729825,0.30688474,0.28873894,0.27086273,0.25340545,0.23804164,0.22012019,0.20473346,0.18837224,0.17433889,0.15727934,0.14390765,0.13282813,0.11965108,0.10934034,0.09937024,0.09027969,0.08200402,0.07614452,0.068349786,0.06614049,0.060017865,0.057045996,0.056672636,0.055582263,0.056705635,0.058034126,0.06050144,0.064236715,0.066911004,0.071875356,0.07647197,0.083864175,0.0890687,0.09680004,0.10335343,0.11270301,0.12025647,0.12894091,0.13673232,0.1472977,0.15464285,0.16448888,0.17421909,0.18313071,0.18905695,0.19589663,0.20775285,0.21447642,0.2223238,0.22854935,0.23803735,0.24415796,0.25072113,0.25619325,0.26157165,0.26569745,0.27298257,0.27785692,0.28087264,0.28528136,0.28827828,0.29321003,0.2956214,0.29936084,0.30062565,0.30629978,0.3091032,0.31151566,0.31004983,0.31259578,0.3144902,0.31546766,0.3164343,0.31890997,0.31997722,0.32016796,0.31872985,0.3215537,0.32096007,0.32356548,0.32280478,0.32202592,0.32176843,0.32280183,0.32463244,0.32449055,0.32459804,0.32258525,0.3263456,0.32489407,0.32231036,0.32228863,0.32293624,0.3225017,0.32343346,0.32324633,0.32469836,0.3245006,0.3228582,0.32256716,0.3216385,0.3229658,0.32335854,0.32291198,0.32260278,0.320649,0.31996894,41.901535
sample_056,0.35098612,0.35159948,0.35072184,0.35234964,0.35207206,0.35244885,0.35147864,0.35215175,0.35267583,0.35125697,0.35387102,0.35225043,0.35093963,0.35315514,0.3536208,0.3533019,0.35270494,0.3510262,0.35278526,0.3532142,0.35304418,0.35278797,0.35302544,0.35131717,0.3532012,0.3538195,0.35497782,0.35286623,0.35539082,0.3523469,0.3546043,0.35402617,0.35358524,0.35485786,0.35474932,0.35533276,0.35416043,0.35356027,0.35432908,0.3566113,0.35606667,0.357498,0.35567522,0.35707617,0.35714805,0.35866553,0.3586721,0.3610019,0.36035082,0.36355457,0.36303896,0.36514318,0.36740288,0.3676387,0.37106904,0.37325191,0.37607685,0.37701514,0.37931,0.3837227,0.38732535,0.39083803,0.39748287,0.40145308,0.4031742,0.4110312,0.41814595,0.4218705,0.42824087,0.43455133,0.4411057,0.4460089,0.4551186,0.45928672,0.4656299,0.47325534,0.47696108,0.48076245,0.48823914,0.49276167,0.49596897,0.49903336,0.49895355,0.502173,0.5022857,0.5011418,0.5004729,0.49803644,0.49783117,0.4943081,0.49310905,0.49050468,0.48546734,0.485943,0.48191917,0.48132664,0.48168778,0.48080498,0.4816494,0.48332125,0.48709533,0.48838753,0.49286228,0.497749,0.50267226,0.508872,0.51262426,0.5200449,0.52481484,0.5309149,0.5366766,0.5421044,0.5461694,0.55012405,0.5545998,0.557415,0.5599086,0.5611308,0.56352735,0.56620145,0.56727475,0.5664527,0.56994915,0.5706257,0.5705355,0.5742152,0.5769358,0.5761769,0.57868457,0.58121717,0.58677936,0.5911579,0.5909765,0.5965549,0.5996687,0.60370815,0.6084793,0.6117977,0.6133119,0.6145469,0.6184403,0.61625475,0.61832,0.61810195,0.6167097,0.6116489,0.60799176,0.60220957,0.59633416,0.58906925,0.58127725,0.57321984,0.56392914,0.55220515,0.54323095,0.5319425,0.5207165,0.50924957,0.4984617,0.4865022,0.4768389,33.282673
sample_057,0.5156343,0.5198744,0.5260567,0.5317913,0.5363544,0.5408942,0.5449826,0.5479172,0.54918575,0.55586886,0.5572374,0.5600756,0.55937415,0.56140935,0.56109345,0.5588296,0.5589096,0.5543333,0.5530077,0.55205184,0.54570514,0.540713,0.53356546,0.5259023,0.51698303,0.508362,0.49382672,0.48012194,0.46582624,0.4503514,0.4283552,0.40859732,0.38322702,0.3611596,0.3374128,0.31433216,0.29001287,0.26681966,0.24693282,0.22928555,0.21625544,0.20642024,0.20226541,0.19942862,0.20298183,0.20858769,0.21837068,0.23053417,0.24467328,0.25709006,0.27261108,0.28838107,0.3017795,0.31142357,0.32577604,0.33309284,0.34131756,0.34524566,0.352161,0.35600692,0.35688654,0.35616744,0.35943416,0.35892302,0.35751942,0.36018163,0.35914868,0.3578081,0.35892034,0.35906184,0.35367906,0.35574198,0.35387754,0.3549019,0.3534809,0.35346183,0.3526489,0.3522552,0.3516267,0.3518235,0.350588,0.35073712,0.35178095,0.34928215,0.35154316,0.35005942,0.35074744,0.34994158,0.3512989,0.35139495,0.35262078,0.35124388,0.35528243,0.35388497,0.3558168,0.35679302,0.3595535,0.36126995,0.36459866,0.36574602,0.3689328,0.37426487,0.37708288,0.38069063,0.38599005,0.39089057,0.39455336,0.40142247,0.40406358,0.4105714,0.41563302,0.41988757,0.42332977,0.43040386,0.43464237,0.43762708,0.44179213,0.44560543,0.44866696,0.4512926,0.45012498,0.45290136,0.45161965,0.45023653,0.447272,0.4442074,0.44075888,0.43632823,0.42922726,0.42352715,0.41606787,0.4090761,0.4009083,0.39022955,0.38135794,0.36929274,0.36001626,0.351326,0.33892488,0.32794887,0.31986898,0.30791658,0.29720137,0.28809726,0.27903256,0.2715013,0.26368046,0.25424832,0.24932295,0.24370237,0.24007063,0.23573564,0.2322848,0.2294004,0.22771196,0.22360243,0.22428937,0.22544804,0.2236689,0.22543752,0.22712202,35.316467
sample_058,0.38938746,0.39620847,0.40223366,0.4091162,0.41656902,0.42375746,0.42931294,0.43538594,0.4437445,0.44840693,0.45688018,0.4608023,0.46843386,0.47526234,0.48215723,0.48759687,0.49338394,0.49695277,0.5051819,0.51111066,0.51680094,0.5204331,0.5271984,0.53330535,0.53830177,0.54318297,0.54843986,0.5535195,0.5596533,0.56458956,0.5676185,0.5728485,0.5771471,0.58035,0.5830615,0.5863427,0.58731544,0.5897765,0.5923495,0.59450984,0.593898,0.59253496,0.59144086,0.5903769,0.5888743,0.586163,0.5837185,0.5801366,0.5754817,0.5717808,0.5652523,0.56004983,0.5515445,0.5469524,0.54132915,0.5346498,0.5289235,0.5223708,0.5152549,0.51066524,0.5018758,0.49618953,0.49140123,0.48604816,0.47933337,0.47629523,0.4700559,0.4661967,0.46062613,0.45706186,0.45100462,0.4453319,0.43777972,0.43414757,0.42639762,0.4205864,0.41141668,0.4029528,0.39382768,0.38080102,0.3735722,0.359883,0.35057694,0.34129417,0.33087453,0.3201113,0.31225583,0.30740744,0.30160186,0.29789686,0.29527602,0.29585657,0.297431,0.3020164,0.30816534,0.3115579,0.32292476,0.33263242,0.34093767,0.35151148,0.36089957,0.3693011,0.3809525,0.3862631,0.39676064,0.40176344,0.40800914,0.4136598,0.4163842,0.42089355,0.42271796,0.42418253,0.42567822,0.42544326,0.4255477,0.42494717,0.42298082,0.42471477,0.42173728,0.42176878,0.4199544,0.41860813,0.41775736,0.41642383,0.41623732,0.41371346,0.41436324,0.41318053,0.41264692,0.40894473,0.40987933,0.41097036,0.410205,0.40843645,0.40799963,0.40870625,0.40738052,0.40821153,0.4088842,0.4094682,0.4094132,0.4082697,0.4113109,0.40981412,0.41033632,0.4094544,0.41171047,0.41090706,0.4123086,0.4115208,0.4111997,0.412996,0.41404876,0.413461,0.41658834,0.41499406,0.4174751,0.41657862,0.41737992,0.41518092,0.41942006,34.57349
sample_059,0.33167946,0.33193624,0.3303516,0.33459395,0.3330757,0.3340055,0.33642617,0.33595333,0.33830255,0.34041923,0.34003708,0.3447745,0.3446872,0.34892648,0.35373458,0.35614872,0.35959464,0.36461166,0.3715523,0.375344,0.38191953,0.38872737,0.39508784,0.40113348,0.40934452,0.41620693,0.42428693,0.43346065,0.44022426,0.447204,0.4568556,0.46285763,0.46971098,0.47583106,0.48232308,0.48916194,0.49196196,0.4954738,0.4986905,0.49861458,0.49993107,0.5001665,0.4959321,0.4950803,0.49419782,0.48642907,0.48261327,0.4776007,0.46820605,0.4609028,0.45195577,0.44338986,0.4331875,0.42309797,0.41464606,0.4021733,0.3925042,0.38302833,0.37244788,0.36016092,0.35078433,0.33854935,0.32796824,0.31822225,0.30830568,0.2999777,0.28576854,0.2760071,0.26587397,0.25544772,0.24503447,0.23384342,0.22212207,0.21079591,0.19702664,0.18566433,0.17353624,0.15934484,0.14528565,0.13077879,0.116311,0.10104201,0.08670487,0.06914379,0.05347938,0.051799636,0.04968004,0.05028483,0.049889795,0.05161116,0.050938964,0.04963659,0.04990283,0.05246712,0.048608378,0.05084793,0.051379994,0.049397767,0.050546493,0.04943709,0.051571317,0.052536428,0.049692836,0.049606297,0.048520938,0.049383458,0.04990459,0.0512755,0.049650464,0.050453864,0.04903212,0.049144503,0.04909498,0.056483548,0.06876553,0.07967166,0.09044328,0.102400936,0.1127193,0.12325456,0.13333294,0.14059678,0.15084611,0.1590011,0.16504665,0.17597839,0.18363684,0.1909701,0.19825843,0.20414574,0.21042621,0.2175761,0.224777,0.22803341,0.23504192,0.23963939,0.24557742,0.2505365,0.25405893,0.26003978,0.26050818,0.26681593,0.27075663,0.27442378,0.27715856,0.2794455,0.2823453,0.28699964,0.28934354,0.29268408,0.291619,0.29565328,0.29852238,0.30074665,0.3019907,0.30373207,0.30417535,0.30691913,0.3074249,0.30899873,0.30979586,40.420475
sample_060,0.28733277,0.2871621,0.28670278,0.28793052,0.28808388,0.28783426,0.28509784,0.28390828,0.282889,0.28108877,0.27759513,0.27476013,0.26937875,0.266103,0.26005107,0.25459224,0.24853809,0.24240367,0.2345632,0.22780144,0.2200914,0.21494608,0.20866595,0.20351566,0.19963743,0.19797269,0.19465643,0.19778697,0.19885276,0.20371497,0.21050167,0.21867251,0.22822471,0.24208516,0.2546992,0.2687547,0.2833051,0.30269447,0.3208561,0.33792216,0.35393777,0.3703852,0.38801414,0.40323046,0.41809303,0.43214437,0.44324714,0.45405543,0.46131244,0.46943521,0.47409242,0.47808895,0.47858188,0.47933418,0.47701803,0.4739363,0.46855685,0.46099144,0.45130083,0.4419292,0.42816076,0.41775274,0.40034923,0.3873561,0.37093344,0.35409242,0.33712664,0.3208052,0.30499256,0.2927493,0.27645332,0.26654664,0.25662667,0.24676338,0.24046436,0.23568805,0.23274146,0.23259567,0.2327619,0.2331977,0.23974577,0.24137646,0.24639763,0.25201213,0.25517786,0.25891206,0.26462457,0.26776916,0.27034354,0.27177417,0.273075,0.27238947,0.27328163,0.27265617,0.27128065,0.2678285,0.26518974,0.2605889,0.2589688,0.25698972,0.2529114,0.25103688,0.24942866,0.25027883,0.24928406,0.24904977,0.25090832,0.2554209,0.25766468,0.2606591,0.26437652,0.26859015,0.2760209,0.28183916,0.28711674,0.2941365,0.29927185,0.30531392,0.31307578,0.31739548,0.32339033,0.331374,0.3361427,0.34117064,0.34676504,0.35210565,0.3561419,0.35942325,0.36187008,0.3673551,0.3688934,0.37132028,0.37313375,0.37395036,0.37657222,0.3804555,0.37898585,0.3817954,0.38304353,0.38442466,0.3828711,0.38493013,0.3845189,0.3859002,0.3878893,0.3877001,0.3892644,0.39025846,0.3908402,0.39092332,0.39226672,0.39309296,0.3934876,0.39535627,0.39651486,0.39498377,0.39599448,0.39578322,0.39818457,0.39803097,0.39933783,39.778408
sample_061,0.38498253,0.3848149,0.3834497,0.38331518,0.38475496,0.382981,0.38392153,0.3825347,0.38344288,0.38310918,0.3818182,0.3818636,0.3815063,0.38275927,0.38253567,0.3815549,0.37973318,0.383188,0.38183185,0.37931183,0.37953913,0.37969175,0.37855557,0.37849182,0.378366,0.37730065,0.3807123,0.38033772,0.37926206,0.37863353,0.37815925,0.37955332,0.37949002,0.37784258,0.37679848,0.37643814,0.37755206,0.37641114,0.3772929,0.37399822,0.37731192,0.37445402,0.3753493,0.37451202,0.37437072,0.37332264,0.37287882,0.37216112,0.372349,0.37051424,0.37131786,0.37081173,0.36917844,0.36861858,0.36766338,0.36746725,0.3687015,0.36642712,0.36352527,0.36190432,0.35917094,0.3591362,0.3570146,0.3546606,0.35464093,0.34915242,0.34863964,0.34437498,0.34157115,0.33836713,0.33615643,0.33436495,0.3292086,0.32420954,0.32208323,0.31718415,0.31290692,0.30857235,0.30286977,0.2990771,0.29409382,0.28827617,0.28436938,0.28009298,0.27498546,0.2696776,0.26623693,0.26081094,0.25884464,0.2552475,0.2545139,0.24959752,0.24918509,0.24981092,0.24655199,0.24808393,0.24656467,0.24673596,0.24950068,0.25262883,0.2512846,0.25569376,0.25833416,0.2582704,0.2606714,0.2620689,0.2643289,0.2641489,0.26391062,0.2634794,0.26407185,0.26364797,0.26355144,0.26520038,0.26361927,0.26598164,0.271967,0.2761168,0.28133485,0.28997892,0.3019944,0.31706303,0.33225384,0.3503546,0.36874357,0.39002466,0.41177067,0.42839986,0.44760567,0.4645386,0.4763638,0.48293936,0.48986822,0.48994145,0.4855812,0.4808804,0.47101164,0.4604936,0.4479142,0.4347891,0.41996956,0.40650627,0.3914717,0.3822637,0.373878,0.36389193,0.3569481,0.35385752,0.35057226,0.34784323,0.34754092,0.34519273,0.34794834,0.3464846,0.346159,0.34697142,0.34775653,0.34738603,0.3482487,0.34828758,0.34921142,40.174927
